M_max_Msun,R_max_km,sigma_crit_star
2.073430619222187,11.172222259951303,125.79368277519133
2.2370689403321173,12.133700540345515,125.84679380220658
2.1162582317612326,11.63765530729942,126.00367800508313
2.5864823150564296,14.092554977698356,126.04407822078741
2.182204677832429,12.170259295023964,126.29692937548276
2.3083410054857536,12.549816239943944,126.31302815135818
2.439564834597661,13.439643162571008,126.41441705973972
2.137121431007386,11.53757050427212,126.66313795658678
2.1456008340678068,11.939438042074132,126.76285840506357
2.287110452309423,12.582652868357261,126.80287044212497
2.078800405589741,11.548964128030315,126.83513308670159
2.0430654418503735,10.977947123022199,127.19170938531688
2.2035734628797043,11.915388057730977,127.34319468235128
2.1486331385875386,11.80798550262236,127.4639664016347
2.382806198128131,12.981358876354504,127.52559307587673
2.4791476610786427,13.647714233913998,127.60726124993212
2.2158540387171035,12.357384729905581,127.81353131761809
2.0150758690707367,11.173142349159567,127.8397375635529
2.2730242415957242,12.318839282130197,127.84998158950579
2.323645063677729,12.777959655904345,128.09180577983363
2.105167826607729,11.335583352072693,128.12488429778105
2.0222952025483765,11.104218079849492,128.17202005678374
2.3456448252775193,12.74191368572432,128.19827648248818
2.1780138235895765,12.119127322254409,128.25033353499708
2.1095323069156744,11.713279840418789,128.3352365037508
2.0129337767154687,10.791327255222471,128.5939831926208
2.4215985124239334,13.18528574556898,128.80283503524285
2.169935720112859,11.706817141809452,128.85997817248594
2.1819425392096576,11.985539691375902,128.88233542100366
2.361014245331869,12.974028977815266,129.3486027758024
2.044677778323338,11.332661979877813,129.36428271721172
2.238138021810173,12.100364805548569,129.41335819852452
2.0741231023629605,11.137917167029169,129.59655434314408
2.211435417681351,12.30112144651612,129.70660527200042
2.052202200321303,11.262290986036648,129.7550549412504
2.3093866991535257,12.511431726332958,129.79855954018765
2.1417840505418764,11.889613958704855,129.80346058378822
2.3839174121994957,12.9412585204154,130.0325821159965
2.4619629772559737,13.395454018708719,130.0431316979321
2.2154803556788307,12.166945695859512,130.26126879651198
2.1378663617339613,11.499609749930011,130.39241491016813
2.398890995755485,13.180874251688065,130.57433017450623
2.0754130900648824,11.497044698573488,130.8549257888148
2.204412250896546,11.88134983059202,130.9973109044305
2.0435433807272463,10.943183227242278,131.07400707304387
2.2457019082230056,12.486667089072245,131.13166802429987
2.174319885470422,12.06795690618801,131.23970627504428
2.502687818118521,13.609923347538542,131.2466836754156
2.083550871166099,11.427495883605518,131.2925906995678
2.2739861495543705,12.282952035533048,131.42680105731188
2.250596654991024,12.34745807275882,131.6019876165357
2.3465875090177017,12.702993279171306,131.69554971369877
2.4384707823925504,13.389934697976306,131.77106049214498
2.4226499890652606,13.146532654617417,131.81760815970216
2.10573201108674,11.300251179352506,131.93607071466502
2.1063313315834042,11.667129563446474,132.3130191547091
2.5451014332456436,13.827395157825638,132.41529543123326
2.0134398290329747,10.756841299063357,132.55239795872313
2.1708011359199797,11.67354898157436,132.59858906742193
2.207570760703654,12.244023959779922,132.6465176136392
2.012055757349423,11.128376016196725,132.70777390940765
2.1151912184656894,11.597218395567664,132.78364704806927
2.2861289834818956,12.541287171465738,132.90749032735783
2.4783928193130214,13.60303715466778,132.93823662212245
2.239101241474361,12.063589529367487,133.07718312620284
2.310482574772898,12.471044379528497,133.38672321491376
2.0746965412301024,11.102800273219067,133.48651670191907
2.385131736607117,12.902753987109307,133.5414290557016
2.588249305814439,14.054201806059103,133.54998277078383
2.4632272376449866,13.350865321642186,133.55502997355862
2.0212598402402433,11.06391008333521,133.72507639613124
2.138388242868379,11.838830681538145,133.73923766002008
